,area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom
12137,Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2
12139,Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1165.0,2.0,1.0,33.64,2
12141,Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2.0,2.0,47.0,2
12142,Super built-up  Area,Ready To Move,Old Madras Road,Brglede,1630.0,3.0,2.0,110.0,3
12143,Super built-up  Area,19-Apr,Whitefield,ARipsul,1063.0,2.0,1.0,42.52,2
12144,Super built-up  Area,Ready To Move,other,ALtonea,1025.0,2.0,1.0,39.98,2
12146,Super built-up  Area,19-Sep,Kanakpura Road,Soazak ,1299.0,2.0,1.0,89.63,2
12147,Super built-up  Area,18-May,Panathur,Diarknt,1343.0,2.0,1.0,76.0,2
12149,Super built-up  Area,Ready To Move,other,ShnyeSy,1524.0,2.0,3.0,72.0,3
12150,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2236.0,4.0,2.0,153.0,4
12154,Super built-up  Area,Ready To Move,Balagere,Soresea,1205.0,2.0,1.0,79.0,2
12159,Super built-up  Area,19-Mar,other,Sothadr,1950.2,3.0,2.0,261.0,3
12160,Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,69.0,3
12161,Super built-up  Area,19-Dec,Kanakapura,GoityEt,825.0,1.0,0.0,35.475,1
12162,Built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1000.0,2.0,2.0,40.0,2
12163,Built-up  Area,18-Apr,Yelahanka,Prensya,602.0,1.0,1.0,33.0,1
12165,Super built-up  Area,21-Jul,Hoodi,GoAirej,1108.0,2.0,0.0,66.46,2
12168,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
12169,Super built-up  Area,18-May,Kanakpura Road,Maionus,850.0,1.0,1.0,37.32,1
12170,Super built-up  Area,19-Mar,other,Sothadr,2171.66,3.0,2.0,298.0,3
12171,Super built-up  Area,Ready To Move,other,SoersTo,900.0,2.0,1.0,40.0,2
12172,Super built-up  Area,Ready To Move,Kudlu,GKityel,720.0,1.0,1.0,33.0,1
12173,Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1573.0,3.0,2.0,115.0,3
12174,Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1026.0,2.0,1.0,60.8,2
12176,Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,40.44,3
12178,Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1150.0,2.0,1.0,48.5,2
12180,Super built-up  Area,Ready To Move,Malleshwaram,Seardac,2400.0,3.0,2.0,380.0,3
12182,Super built-up  Area,Ready To Move,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3
12183,Super built-up  Area,Ready To Move,Ramagondanahalli,SVovelm,1125.0,2.0,2.0,75.0,2
12184,Super built-up  Area,18-Dec,Hennur,Exitym ,1830.5,3.0,0.0,84.205,3
12185,Super built-up  Area,Ready To Move,Marathahalli,Spsic C,1100.0,2.0,1.0,50.0,2
12187,Built-up  Area,Ready To Move,other,Shidei ,1105.0,2.0,2.0,57.0,2
12188,Super built-up  Area,Ready To Move,Thanisandra,Juaxyan,1110.0,2.0,2.0,46.5,2
12189,Super built-up  Area,Ready To Move,Dasanapura,Tavenew,708.0,1.0,1.0,41.0,1
12192,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,3122.0,6.0,2.0,250.0,4
12193,Super built-up  Area,Ready To Move,Sarjapur  Road,Mailsaf,1205.0,2.0,2.0,37.0,2
12194,Super built-up  Area,Ready To Move,5th Phase JP Nagar,NDncysi,1450.0,2.0,2.0,73.0,3
12197,Built-up  Area,Ready To Move,Dasarahalli,Prndsde,1200.0,2.0,2.0,42.0,2
12199,Super built-up  Area,Ready To Move,Kalena Agrahara,Mykyayi,1837.0,2.0,2.0,95.0,3
12200,Super built-up  Area,18-Dec,Whitefield,Prtates,1346.0,2.0,1.0,76.01,2
12201,Built-up  Area,Ready To Move,Balagere,Soresea,1012.0,2.0,1.0,68.0,2
12202,Super built-up  Area,18-Dec,other,Sothadr,1950.2,3.0,2.0,193.0,3
12204,Super built-up  Area,Ready To Move,Kaggadasapura,SraruSr,1500.0,2.0,2.0,60.0,3
12205,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,79.9,2
12206,Super built-up  Area,18-Sep,Chandapura,SunceEs,1230.0,2.0,2.0,31.37,3
12208,Super built-up  Area,Ready To Move,other,Aconyit,1563.0,2.0,2.0,52.0,3
12210,Super built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,3729.0,4.0,2.0,384.0,4
12211,Plot  Area,Ready To Move,Sarjapur  Road,Krs A C,1600.0,3.0,1.0,120.0,3
12212,Super built-up  Area,Ready To Move,Green Glen Layout,SoosePr,1715.0,3.0,3.0,120.0,3
12214,Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,42.5,2
12218,Super built-up  Area,Ready To Move,Yelahanka,Velas V,1315.0,2.0,3.0,77.0,2
12221,Super built-up  Area,18-Apr,Varthur,Muistry,1600.0,3.0,2.0,63.2,3
12222,Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3
12223,Super built-up  Area,Ready To Move,Kodichikkanahalli,Peace P,1299.0,2.0,3.0,58.0,2
12224,Super built-up  Area,Ready To Move,Haralur Road,Ozensve,953.0,2.0,1.0,90.0,2
12225,Super built-up  Area,Ready To Move,Gunjur,Paestol,1457.0,2.0,3.0,60.0,2
12228,Super built-up  Area,Ready To Move,Yelahanka,Prdomt ,1075.0,2.0,1.0,33.53,3
12229,Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1450.0,3.0,3.0,51.0,3
12230,Super built-up  Area,Ready To Move,Iblur Village,Emine P,5515.0,6.0,2.0,425.0,5
12231,Super built-up  Area,Ready To Move,Bellandur,Trows M,950.0,1.0,1.0,40.0,1
12233,Super built-up  Area,Ready To Move,other,ArBayeb,1013.0,2.0,2.0,60.0,2
12236,Super built-up  Area,Ready To Move,Yelahanka,Apows M,1430.0,3.0,1.0,61.0,3
12238,Carpet  Area,Ready To Move,other,Grare S,1600.0,3.0,2.0,77.0,3
12239,Super built-up  Area,Ready To Move,other,Viconth,1190.0,2.0,1.0,48.0,2
12240,Super built-up  Area,Ready To Move,other,SJcerpe,1625.0,3.0,2.0,95.0,3
12242,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1615.0,3.0,2.0,150.0,3
12243,Super built-up  Area,Ready To Move,Kalena Agrahara,MancyRe,1180.0,2.0,2.0,85.0,2
12245,Built-up  Area,Ready To Move,Bellandur,Srure S,850.0,2.0,1.0,45.0,2
12248,Built-up  Area,Ready To Move,other,Vaaveeh,1300.0,2.0,3.0,90.0,2
12249,Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1891.0,3.0,1.0,110.0,3
12250,Super built-up  Area,Ready To Move,Hennur Road,Soncy R,1735.0,3.0,3.0,78.0,3
12251,Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,33.0,3
12254,Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1590.0,3.0,2.0,57.0,3
12258,Built-up  Area,Ready To Move,Devanahalli,Brrds O,1010.0,2.0,1.0,58.0,2
12259,Super built-up  Area,Ready To Move,Electronic City,Briumri,1221.0,2.0,2.0,68.0,2
12261,Super built-up  Area,22-Jun,Hoodi,GoAirej,1108.0,2.0,1.0,87.48,2
12263,Super built-up  Area,18-Apr,Sarjapur  Road,PualeSk,1370.0,2.0,1.0,70.0,2
12265,Super built-up  Area,18-May,Bhoganhalli,Rosha I,1277.0,2.0,1.0,79.89,2
12268,Plot  Area,Ready To Move,Sarjapur,Peora P,2400.0,3.0,3.0,140.0,4
12272,Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1570.0,3.0,2.0,68.0,3
12274,Super built-up  Area,Ready To Move,other,TrryaAi,1053.0,2.0,3.0,44.0,2
12275,Super built-up  Area,Ready To Move,other,PNncysi,1325.0,2.0,3.0,56.0,3
12277,Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1274.0,2.0,1.0,90.0,2
12278,Super built-up  Area,Ready To Move,Whitefield,Sparam ,1317.0,2.0,2.0,52.0,2
12279,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1195.0,2.0,1.0,75.0,2
12280,Super built-up  Area,18-Nov,Whitefield,Asarqz ,2858.0,4.0,0.0,137.0,4
12281,Super built-up  Area,Ready To Move,Kammasandra,Saineiv,940.0,2.0,2.0,35.0,2
12282,Built-up  Area,Ready To Move,Budigere,PrityTr,1820.0,3.0,2.0,95.5,3
12284,Built-up  Area,Ready To Move,Whitefield,Sudama ,1615.0,3.0,0.0,96.9,3
12286,Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,985.0,2.0,1.0,62.5,2
12288,Super built-up  Area,Ready To Move,Attibele,Jae 2hu,656.0,2.0,1.0,25.0,2
12289,Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,1105.0,2.0,1.0,39.5,2
12290,Super built-up  Area,Ready To Move,Whitefield,S mesci,1220.0,2.0,1.0,55.0,2
12291,Built-up  Area,Ready To Move,Hoodi,Macanr ,1400.0,3.0,2.0,74.0,3
12294,Built-up  Area,Ready To Move,Uttarahalli,Apmes H,1000.0,2.0,1.0,35.0,2
12296,Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1330.0,2.0,1.0,57.0,3
12297,Super built-up  Area,18-May,Old Madras Road,SheldGr,1165.0,2.0,1.0,52.0,2
12298,Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,56.0,2
12299,Built-up  Area,Ready To Move,Bannerghatta Road,Puentpa,1270.0,2.0,2.0,45.0,2
12302,Super built-up  Area,Ready To Move,other,SaideHi,1420.0,2.0,2.0,95.0,3
12305,Super built-up  Area,19-Jul,Bellandur,Thesseg,1454.0,2.0,1.0,90.0,2
12306,Super built-up  Area,Ready To Move,Whitefield,Soe 2Sa,1116.0,2.0,3.0,48.76,2
12308,Super built-up  Area,18-Jul,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,74.03,2
12309,Super built-up  Area,Ready To Move,other,StwarSi,1062.0,2.0,1.0,50.0,2
12311,Super built-up  Area,19-Dec,JP Nagar,Shestut,1405.0,2.0,1.0,99.0,2
12313,Plot  Area,Ready To Move,Chikka Tirupathi,Theanmp,2153.0,4.0,3.0,120.0,3
12315,Super built-up  Area,Ready To Move,other,K borja,2135.0,3.0,2.0,170.0,3
12316,Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1125.0,2.0,1.0,47.0,2
12319,Super built-up  Area,Ready To Move,Doddathoguru,Prianhi,940.0,2.0,1.0,32.9,2
12320,Super built-up  Area,18-May,Hosa Road,SStusan,1063.0,2.0,1.0,32.79,2
12321,Super built-up  Area,Ready To Move,Brookefield,Stlomg ,1382.0,2.0,2.0,84.5,2
12323,Super built-up  Area,Ready To Move,KR Puram,RaiewLa,1400.0,2.0,3.0,60.0,3
12324,Super built-up  Area,20-Aug,Sarjapur  Road,Ahciace,475.0,1.0,1.0,26.0,1
12326,Super built-up  Area,Ready To Move,other,VMlet C,1450.0,3.0,3.0,65.0,3
12327,Super built-up  Area,Ready To Move,Kudlu,GKityel,1162.0,2.0,1.0,52.0,2
12328,Super built-up  Area,18-Dec,Hosa Road,Mahesr ,1161.0,2.0,1.0,48.75,2
12329,Super built-up  Area,Ready To Move,Green Glen Layout,SoosePr,1623.29,2.0,2.0,105.0,3
12330,Super built-up  Area,Ready To Move,Brookefield,Keorai ,1260.0,2.0,1.0,70.0,2
12331,Plot  Area,Ready To Move,Billekahalli,Raony C,1672.0,3.0,2.0,190.0,4
12332,Plot  Area,Ready To Move,Seegehalli,Akone R,3000.0,4.0,2.0,240.0,3
12333,Super built-up  Area,Ready To Move,other,Vauna F,1500.0,2.0,0.0,70.0,3
12334,Super built-up  Area,20-Jun,Budigere,Brstaue,705.0,1.0,0.0,34.545,1
12336,Super built-up  Area,Ready To Move,other,Saent G,2000.0,3.0,3.0,200.0,3
12338,Plot  Area,Ready To Move,Electronic City,EmrchAn,1200.0,3.0,2.0,150.0,3
12340,Super built-up  Area,Ready To Move,Whitefield,Salesni,1400.0,2.0,3.0,56.0,3
12341,Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2257.0,3.0,2.0,155.0,3
12342,Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,56.5,2
12343,Super built-up  Area,Ready To Move,Sarjapur  Road,Ceiti I,1197.0,2.0,1.0,56.86,2
12344,Super built-up  Area,Ready To Move,other,Vidgema,1150.0,2.0,2.0,90.0,2
12346,Super built-up  Area,21-Jul,Hoodi,GoAirej,1837.0,3.0,1.0,110.0,3
12348,Super built-up  Area,Ready To Move,Bellandur,OriewLa,1830.0,3.0,3.0,91.86,3
12349,Super built-up  Area,Ready To Move,Green Glen Layout,Soionar,1715.0,3.0,3.0,115.0,3
12350,Super built-up  Area,Ready To Move,Electronic City,MancyEl,970.0,2.0,1.0,35.0,2
12353,Plot  Area,Ready To Move,other,PrstaLa,5480.0,4.0,2.0,400.0,3
12355,Super built-up  Area,Ready To Move,Sarjapur  Road,Nauha G,3040.0,4.0,2.0,135.0,4
12356,Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,Prllsan,1168.0,2.0,1.0,66.0,2
12357,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,36.54,2
12358,Built-up  Area,Ready To Move,other,Keort F,1500.0,3.0,2.0,75.0,3
12362,Super built-up  Area,Ready To Move,Ramamurthy Nagar,Apise P,935.0,2.0,2.0,39.0,2
12365,Built-up  Area,Ready To Move,Domlur,Prandm ,1650.0,3.0,1.0,180.0,3
12366,Plot  Area,Ready To Move,other,Prleaou,5656.0,5.0,0.0,499.0,3
12367,Super built-up  Area,Ready To Move,other,SLayaer,1300.0,2.0,1.0,33.0,2
12368,Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,950.0,2.0,1.0,60.0,2
12371,Super built-up  Area,Ready To Move,other,Siuntar,1425.0,2.0,2.0,65.0,3
12372,Built-up  Area,Ready To Move,Uttarahalli,Sencys ,1165.0,1.0,0.0,42.09,2
12374,Built-up  Area,Ready To Move,Kalena Agrahara,Rahidhi,1510.0,3.0,2.0,78.0,3
12375,Super built-up  Area,Ready To Move,Thanisandra,G conTh,1305.0,2.0,2.0,90.0,2
12377,Built-up  Area,Ready To Move,other,Vitat H,866.0,2.0,2.0,32.0,2
12378,Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1231.0,2.0,1.0,84.5,2
12380,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2500.0,3.0,3.0,138.0,3
12381,Super built-up  Area,Ready To Move,Whitefield,Sonviik,1140.0,2.0,3.0,55.0,2
12382,Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
12387,Super built-up  Area,Ready To Move,other,DSestil,1100.0,2.0,1.0,41.0,2
12388,Plot  Area,19-Dec,Bannerghatta Road,Putere ,4723.0,4.0,3.0,500.0,4
12390,Plot  Area,Ready To Move,Sarjapur,Prldsum,3508.0,4.0,1.0,386.0,4
12392,Super built-up  Area,Ready To Move,Kalena Agrahara,Ajresre,1354.0,2.0,2.0,70.0,2
12393,Super built-up  Area,Ready To Move,other,Bousey ,2453.0,3.0,2.0,250.0,4
12396,Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,1205.0,2.0,2.0,60.0,2
12398,Carpet  Area,Ready To Move,other,VancyRe,1625.0,3.0,1.0,150.0,3
12400,Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1520.0,2.0,3.0,80.0,3
12403,Super built-up  Area,18-Apr,Kadugodi,Alestrb,1762.0,3.0,3.0,109.0,3
12404,Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,58.0,2
12405,Super built-up  Area,Ready To Move,Yelahanka,LedorSa,2650.0,4.0,1.0,223.0,4
12406,Super built-up  Area,Ready To Move,other,SSityri,1350.0,2.0,2.0,47.0,3
12407,Super built-up  Area,Ready To Move,Billekahalli,Raony C,950.0,2.0,2.0,56.0,2
12408,Super built-up  Area,Ready To Move,Jakkur,Leero C,3295.0,3.0,3.0,310.0,3
12409,Super built-up  Area,Ready To Move,other,Keleti ,1515.0,3.0,3.0,80.5,3
12410,Super built-up  Area,Ready To Move,Neeladri Nagar,Vincy R,1100.0,2.0,2.0,30.0,2
12415,Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1355.0,2.0,2.0,51.5,3
12418,Super built-up  Area,19-Sep,Padmanabhanagar,SollyCl,2051.0,3.0,2.0,170.0,3
12419,Super built-up  Area,Ready To Move,other,MRsicla,1470.0,2.0,2.0,99.0,3
12420,Super built-up  Area,Ready To Move,other,VaantPl,1550.0,2.0,3.0,70.0,3
12421,Built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1270.0,2.0,1.0,73.0,3
12422,Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,2.0,111.0,4
12423,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1600.0,3.0,3.0,170.0,3
12424,Super built-up  Area,Ready To Move,Kudlu Gate,ACiteda,1320.0,2.0,2.0,50.0,3
12426,Super built-up  Area,Ready To Move,other,Dhndsh ,1410.0,2.0,1.0,54.0,3
12427,Super built-up  Area,Ready To Move,Whitefield,DNlleks,1200.0,2.0,3.0,70.0,2
12429,Super built-up  Area,Ready To Move,Electronic City,Palleon,995.0,2.0,1.0,48.0,2
12431,Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2.0,2.0,46.0,2
12432,Super built-up  Area,18-Dec,Sonnenahalli,Skacak ,605.0,1.0,1.0,30.24,1
12433,Built-up  Area,Ready To Move,Yelahanka,Ardanru,567.0,1.0,1.0,25.0,1
12435,Super built-up  Area,20-Dec,other,Brens7 ,1410.5,2.0,0.0,70.385,3
12437,Super built-up  Area,Ready To Move,Green Glen Layout,SoosePr,1715.0,3.0,2.0,105.0,3
12440,Super built-up  Area,Ready To Move,Bannerghatta Road,Esave E,1846.0,3.0,2.0,120.0,3
12442,Super built-up  Area,Ready To Move,Whitefield,AHodsWo,1015.0,2.0,3.0,56.0,2
12444,Super built-up  Area,Ready To Move,Thanisandra,SLaceda,1100.0,2.0,1.0,36.0,2
12445,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1965.0,4.0,2.0,125.0,3
12447,Super built-up  Area,18-Apr,Haralur Road,SNnia E,1230.0,2.0,1.0,67.65,2
12450,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1894.0,4.0,1.0,114.0,3
12452,Super built-up  Area,20-Jun,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3
12453,Super built-up  Area,Ready To Move,other,NDpalSe,1231.0,2.0,3.0,66.0,2
12454,Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1236.0,2.0,1.0,58.0,2
12458,Super built-up  Area,Ready To Move,Begur,Arera V,1443.0,2.0,2.0,70.0,3
12461,Super built-up  Area,18-Sep,Chandapura,SunceEs,1305.0,3.0,1.0,33.28,3
12468,Super built-up  Area,18-Jun,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2
12469,Built-up  Area,Ready To Move,other,Almid P,1750.0,3.0,2.0,100.0,3
12472,Super built-up  Area,Ready To Move,Electronic City,Prarkun,1342.0,2.0,1.0,90.0,2
12473,Super built-up  Area,Ready To Move,other,Puodse ,1113.0,2.0,1.0,52.0,2
12474,Super built-up  Area,Ready To Move,other,Thionav,1738.0,3.0,2.0,110.0,3
12476,Super built-up  Area,19-Mar,Hebbal,Raard B,2790.0,4.0,3.0,198.0,4
12479,Built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1857.0,4.0,3.0,155.0,3
12481,Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,1763.0,3.0,2.0,240.0,2
12484,Super built-up  Area,Ready To Move,other,V2avei ,1290.0,2.0,2.0,72.0,2
12489,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1160.0,2.0,2.0,64.08,2
12491,Plot  Area,Ready To Move,Sarjapur  Road,NVanat ,1750.0,3.0,1.0,185.0,4
12493,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2240.0,4.0,2.0,160.0,4
12494,Super built-up  Area,Ready To Move,Electronics City Phase 1,Shaceop,891.0,2.0,1.0,26.0,2
12496,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,3.0,2.0,125.0,3
12497,Super built-up  Area,Ready To Move,Chandapura,Siissi ,1323.0,2.0,1.0,42.0,3
12498,Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1404.0,2.0,1.0,67.5,2
12501,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,1129.0,2.0,1.0,50.0,2
12502,Super built-up  Area,Ready To Move,other,Asmosz ,1876.0,3.0,1.0,150.0,3
12503,Super built-up  Area,Ready To Move,other,Soosea ,1720.0,3.0,1.0,95.0,3
12505,Super built-up  Area,Ready To Move,Mysore Road,PrntaEn,1175.0,2.0,2.0,86.68,2
12509,Super built-up  Area,19-Jan,Hosa Road,Sosisic,1893.0,3.0,2.0,130.0,3
12510,Super built-up  Area,Ready To Move,Whitefield,JahanSa,1430.0,3.0,2.0,52.0,3
12511,Built-up  Area,Ready To Move,other,DSeme S,850.0,2.0,2.0,45.0,2
12512,Super built-up  Area,17-Mar,CV Raman Nagar,Pu270a ,1392.0,2.0,1.0,110.0,2
12513,Super built-up  Area,21-Mar,Kanakpura Road,GolusLi,1938.0,3.0,3.0,105.0,3
12516,Super built-up  Area,Ready To Move,other,Giersin,1832.0,3.0,2.0,160.0,3
12518,Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1432.0,2.0,1.0,85.0,2
12522,Super built-up  Area,Ready To Move,Kanakpura Road,Puestol,1843.0,3.0,2.0,96.2,3
12524,Super built-up  Area,18-Dec,Hulimavu,NiarkHy,1916.0,2.0,1.0,150.0,3
12527,Super built-up  Area,18-Jun,Old Madras Road,Brica E,2640.0,2.0,1.0,170.0,2
12528,Super built-up  Area,Ready To Move,Bommanahalli,Maoseer,1160.0,2.0,3.0,53.0,2
12529,Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,1.0,80.0,2
12531,Carpet  Area,Ready To Move,Ramagondanahalli,Reitice,1500.0,3.0,3.0,100.0,3
12532,Super built-up  Area,18-May,Electronic City Phase II,MJtroty,1336.0,2.0,3.0,50.35,3
12533,Built-up  Area,Ready To Move,Choodasandra,Maidsr ,1065.0,2.0,1.0,46.0,2
12534,Super built-up  Area,Ready To Move,Hebbal,Prersis,1294.0,2.0,1.0,115.0,2
12535,Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,3.0,2.0,68.5,3
12536,Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
12538,Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1430.0,2.0,1.0,102.0,3
12539,Super built-up  Area,18-Dec,Frazer Town,Emsisy ,4100.0,4.0,3.0,660.0,4
12540,Super built-up  Area,22-Jun,Hoodi,GoAirej,1660.0,3.0,2.0,125.0,3
12541,Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1430.0,2.0,3.0,56.0,3
12542,Super built-up  Area,Ready To Move,Hennur Road,DSreerk,1470.0,2.0,1.0,75.0,3
12543,Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,1045.0,2.0,1.0,76.77,2
12544,Super built-up  Area,Ready To Move,Hebbal,Brium C,4225.0,6.0,0.0,359.0,4
12545,Built-up  Area,Ready To Move,other,ACopsva,950.0,2.0,0.0,30.0,2
12546,Super built-up  Area,Ready To Move,Doddathoguru,SKterAs,1382.0,3.0,1.0,65.0,3
12548,Super built-up  Area,Ready To Move,Sarjapur  Road,DSndsod,1660.0,2.0,2.0,116.0,3
12549,Super built-up  Area,Ready To Move,other,Vadidpl,1290.0,2.0,2.0,71.95,2
12550,Built-up  Area,Ready To Move,Whitefield,JahanSa,1010.0,2.0,1.0,45.0,3
12552,Super built-up  Area,Ready To Move,Dodda Nekkundi,Adxira ,1200.0,2.0,2.0,71.0,2
12554,Super built-up  Area,Ready To Move,Budigere,PrityTr,1636.0,3.0,2.0,88.0,3
12555,Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2367.0,3.0,2.0,320.0,3
12556,Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,56.55,2
12557,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2087.01,4.0,2.0,160.0,3
12558,Super built-up  Area,Ready To Move,other,MancyRe,1200.0,2.0,1.0,47.0,2
12559,Super built-up  Area,Ready To Move,HSR Layout,SrisePo,1844.0,3.0,1.0,89.0,3
12561,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1215.0,2.0,1.0,43.75,2
12563,Built-up  Area,Ready To Move,other,VaireSo,1220.0,2.0,2.0,52.0,2
12565,Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.0,1
12566,Super built-up  Area,18-May,Bommasandra,SSestth,955.0,2.0,1.0,37.97,2
12568,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,884.0,2.0,1.0,48.0,2
12571,Plot  Area,Ready To Move,Dodda Nekkundi,FetatHa,2400.0,4.0,2.0,300.0,3
12572,Super built-up  Area,Ready To Move,Harlur,Shodsir,2990.0,4.0,1.0,225.0,4
12573,Super built-up  Area,Ready To Move,Bellandur,SRageri,1195.0,2.0,1.0,52.0,2
12576,Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.75,2
12577,Super built-up  Area,Ready To Move,Bommasandra,TCncyn ,1089.0,2.0,1.0,40.0,2
12578,Super built-up  Area,19-Mar,Hennur Road,Orens G,1165.0,2.0,1.0,52.0,2
12580,Super built-up  Area,18-Dec,Hennur,Puveshe,1482.0,3.0,1.0,110.0,3
12582,Super built-up  Area,19-Dec,Kanakapura,GoityEt,1938.0,3.0,3.0,113.0,3
12585,Super built-up  Area,Ready To Move,other,Inasy E,1140.0,2.0,2.0,43.0,2
12586,Plot  Area,Ready To Move,Hegde Nagar,Sotosty,3734.0,5.0,1.0,430.0,4
12587,Super built-up  Area,Ready To Move,other,Raood R,720.0,1.0,2.0,28.0,1
12589,Built-up  Area,Ready To Move,other,Alnorrm,1100.0,2.0,1.0,90.0,2
12592,Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,2.0,2.0,73.5,3
12595,Super built-up  Area,Ready To Move,other,SatonLi,1220.0,2.0,2.0,60.0,2
12598,Super built-up  Area,Ready To Move,Sarjapur  Road,DSlesSp,1347.0,2.0,1.0,44.0,3
12602,Super built-up  Area,Ready To Move,other,Prdenth,600.0,1.0,1.0,22.8,1
12603,Super built-up  Area,18-Dec,Whitefield,Prtates,2321.0,4.0,1.0,157.0,3
12604,Super built-up  Area,Ready To Move,other,Prineth,540.0,1.0,2.0,24.0,1
12606,Built-up  Area,Ready To Move,Sonnenahalli,Skacak ,1484.0,3.0,1.0,75.0,3
12612,Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1105.0,2.0,2.0,40.0,2
12613,Super built-up  Area,Ready To Move,other,Invenai,1200.0,2.0,2.0,60.5,2
12615,Plot  Area,Ready To Move,Whitefield,Chllea ,4007.0,4.0,3.0,530.0,4
